t_s,j1,j2,j3,j4,j5,j6,operation
28.2893,0.248719,-1.960717,-2.293572,-2.50196,-0.149628,0.468521,Place
28.3299,0.242585,-1.960545,-2.302104,-2.497627,-0.147357,0.47271,Place
28.3707,0.236512,-1.960357,-2.310552,-2.493305,-0.145111,0.476814,Place
28.4124,0.230439,-1.96017,-2.319001,-2.488982,-0.142866,0.480917,Place
28.4528,0.224863,-1.95991,-2.32672,-2.484853,-0.140934,0.484371,Place
28.4932,0.219755,-1.959583,-2.333754,-2.480905,-0.139295,0.487216,Place
28.5337,0.214646,-1.959256,-2.340788,-2.476956,-0.137657,0.49006,Place
28.5742,0.209641,-1.958925,-2.347671,-2.473068,-0.136082,0.492806,Place
28.6147,0.205603,-1.958558,-2.353142,-2.469738,-0.135099,0.494624,Place
28.6552,0.201566,-1.958191,-2.358613,-2.466408,-0.134117,0.496443,Place
28.6955,0.197528,-1.957824,-2.364084,-2.463079,-0.133134,0.498261,Place
28.7365,0.194349,-1.957494,-2.368391,-2.460359,-0.132505,0.499522,Place
28.7772,0.191579,-1.957182,-2.372144,-2.457929,-0.132045,0.500516,Place
28.8177,0.188808,-1.95687,-2.375897,-2.455498,-0.131584,0.501511,Place
28.8581,0.18641,-1.956592,-2.379161,-2.45337,-0.131201,0.502351,Place
28.8996,0.18508,-1.956411,-2.381016,-2.452107,-0.131042,0.502747,Place
28.9407,0.18375,-1.95623,-2.382871,-2.450844,-0.130883,0.503143,Place
28.9813,0.18242,-1.956048,-2.384726,-2.449581,-0.130724,0.503538,Place
29.0226,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.0631,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.1036,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.144,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.1847,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.2252,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.3056,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.3462,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.3866,0.182205,-1.956019,-2.385025,-2.449377,-0.130698,0.503602,Place
29.4274,0.18197,-1.956118,-2.384476,-2.448172,-0.130989,0.501976,Place
29.4677,0.181586,-1.95628,-2.383581,-2.446205,-0.131463,0.499324,Place
29.5081,0.181126,-1.956454,-2.382465,-2.443833,-0.132126,0.496041,Place
29.5483,0.180407,-1.956671,-2.380595,-2.440072,-0.133435,0.4906,Place
29.5888,0.179687,-1.956887,-2.378724,-2.436311,-0.134743,0.485159,Place
29.6291,0.178771,-1.95701,-2.376058,-2.431437,-0.13695,0.477666,Place
29.6696,0.177817,-1.957114,-2.373239,-2.426348,-0.13933,0.469778,Place
29.71,0.176774,-1.957134,-2.370041,-2.420862,-0.142223,0.460987,Place
29.7501,0.175621,-1.957049,-2.366382,-2.414892,-0.145739,0.451097,Place
29.7906,0.17445,-1.956944,-2.362681,-2.40889,-0.14932,0.441112,Place
29.8312,0.17301,-1.956546,-2.358372,-2.402401,-0.153848,0.429744,Place
29.8715,0.171569,-1.956149,-2.354064,-2.395913,-0.158375,0.418375,Place
29.9154,0.169864,-1.955553,-2.349488,-2.389294,-0.163477,0.406355,Place
29.9558,0.168034,-1.954862,-2.344785,-2.382613,-0.168853,0.394024,Place
29.9961,0.166085,-1.954099,-2.340031,-2.375948,-0.17444,0.381595,Place
30.0375,0.163845,-1.953156,-2.335151,-2.369322,-0.180542,0.368927,Place
30.0778,0.161605,-1.952214,-2.330271,-2.362696,-0.186643,0.356259,Place
30.1183,0.159047,-1.951219,-2.325429,-2.356285,-0.193348,0.343794,Place
30.1584,0.156455,-1.950218,-2.320591,-2.349897,-0.200117,0.331351,Place
30.1989,0.153705,-1.949256,-2.315887,-2.343642,-0.207171,0.31926,Place
30.2394,0.150806,-1.94833,-2.311311,-2.337511,-0.214493,0.3075,Place
30.2798,0.147875,-1.947432,-2.306799,-2.331418,-0.221863,0.29586,Place
30.3203,0.144727,-1.946726,-2.302728,-2.325578,-0.229556,0.285026,Place
30.3606,0.141579,-1.94602,-2.298657,-2.319738,-0.237249,0.274193,Place
30.4011,0.138313,-1.945513,-2.295053,-2.314089,-0.245032,0.264224,Place
30.4414,0.135006,-1.945075,-2.291612,-2.308507,-0.252845,0.254555,Place
30.4821,0.131665,-1.944768,-2.288445,-2.303022,-0.260606,0.245366,Place
30.5225,0.128263,-1.944702,-2.285779,-2.297714,-0.268268,0.237051,Place
30.564,0.124861,-1.944635,-2.283113,-2.292406,-0.275932,0.228736,Place
30.6034,0.121324,-1.944928,-2.28128,-2.287265,-0.283098,0.221869,Place
30.6438,0.117782,-1.945233,-2.279475,-2.28213,-0.290248,0.21505,Place
30.6842,0.114104,-1.945736,-2.278274,-2.2771,-0.296874,0.209071,Place
30.725,0.110326,-1.946383,-2.27751,-2.272147,-0.30312,0.203699,Place
30.7649,0.106493,-1.947062,-2.276951,-2.267224,-0.30913,0.198599,Place
30.8054,0.102428,-1.947875,-2.277252,-2.262425,-0.314156,0.194638,Place
30.8456,0.098363,-1.948689,-2.277553,-2.257627,-0.319182,0.190677,Place
30.8858,0.094085,-1.949538,-2.27874,-2.253015,-0.323144,0.187799,Place
30.9264,0.089757,-1.950395,-2.280139,-2.248449,-0.326852,0.185181,Place
30.9665,0.085344,-1.951216,-2.281948,-2.243955,-0.330042,0.183107,Place
31.0069,0.080815,-1.951983,-2.284323,-2.239558,-0.332515,0.181786,Place
31.0473,0.076283,-1.952745,-2.286726,-2.23517,-0.334951,0.180497,Place
31.0877,0.071669,-1.953327,-2.289963,-2.231004,-0.336305,0.180185,Place
31.1319,0.067055,-1.953908,-2.2932,-2.226838,-0.337659,0.179874,Place
31.1698,0.06249,-1.95429,-2.296837,-2.222838,-0.338351,0.180009,Place
31.211,0.057952,-1.954561,-2.300694,-2.21893,-0.338678,0.180392,Place
31.2509,0.053467,-1.954733,-2.304664,-2.215121,-0.33876,0.180875,Place
31.292,0.049133,-1.954617,-2.308963,-2.211597,-0.338135,0.181649,Place
31.3318,0.044798,-1.9545,-2.313262,-2.208074,-0.33751,0.182423,Place
31.3722,0.040712,-1.954044,-2.317769,-2.204922,-0.336178,0.183429,Place
31.4125,0.036663,-1.953537,-2.322306,-2.201826,-0.334741,0.18447,Place
31.4546,0.032779,-1.952867,-2.326899,-2.198987,-0.333001,0.185589,Place
31.4932,0.029071,-1.952021,-2.331552,-2.196423,-0.330937,0.186794,Place
31.5335,0.025409,-1.951145,-2.336193,-2.193917,-0.328836,0.188008,Place
31.5738,0.022169,-1.94998,-2.340732,-2.191951,-0.326385,0.18931,Place
31.6143,0.018929,-1.948815,-2.345271,-2.189985,-0.323934,0.190612,Place
31.6559,0.01607,-1.947483,-2.349617,-2.188452,-0.321418,0.191947,Place
31.6971,0.013366,-1.946083,-2.353884,-2.187096,-0.318877,0.193296,Place
31.736,0.010852,-1.944638,-2.357983,-2.185897,-0.316413,0.194651,Place
31.7763,0.008736,-1.943098,-2.36173,-2.18503,-0.314111,0.196015,Place
31.8166,0.006621,-1.941558,-2.365478,-2.184163,-0.31181,0.19738,Place
31.8584,0.005044,-1.94012,-2.368578,-2.183628,-0.309986,0.198647,Place
31.8988,0.003505,-1.93869,-2.371634,-2.183116,-0.308196,0.199908,Place
31.9393,0.002297,-1.937428,-2.374176,-2.182749,-0.30676,0.201008,Place
31.9797,0.001363,-1.936306,-2.376294,-2.182502,-0.305616,0.201976,Place
32.0244,0.000516,-1.935269,-2.37824,-2.182284,-0.304574,0.202868,Place
32.064,0.000124,-1.934678,-2.379285,-2.182215,-0.304067,0.20337,Place
32.1059,-0.000269,-1.934086,-2.38033,-2.182147,-0.30356,0.203872,Place
32.1436,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
32.1841,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
32.2246,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
32.265,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
34.2341,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
34.2743,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
34.3154,-0.000357,-1.933952,-2.380566,-2.182132,-0.303445,0.203986,Place
34.3556,0.0006,-1.933695,-2.380778,-2.183233,-0.302568,0.205109,Place
34.396,0.001556,-1.933439,-2.380989,-2.184334,-0.301691,0.206233,Place
34.4367,0.003463,-1.933032,-2.381387,-2.186555,-0.299939,0.208403,Place
34.4771,0.00537,-1.932625,-2.381784,-2.188777,-0.298187,0.210573,Place
34.52,0.008135,-1.932131,-2.382273,-2.19205,-0.29564,0.213819,Place
34.5599,0.0109,-1.931637,-2.382762,-2.195324,-0.293094,0.217065,Place
34.6013,0.014377,-1.931095,-2.383327,-2.199521,-0.28982,0.221459,Place
34.6428,0.017853,-1.930553,-2.383892,-2.203717,-0.286546,0.225853,Place
34.6811,0.021836,-1.930012,-2.384489,-2.208478,-0.282744,0.231073,Place
34.7216,0.02582,-1.929471,-2.385085,-2.21324,-0.278942,0.236292,Place
34.762,0.030076,-1.929003,-2.385663,-2.218281,-0.274889,0.241812,Place
34.8033,0.034333,-1.928535,-2.386241,-2.223321,-0.270836,0.247333,Place
34.8446,0.038652,-1.928136,-2.386846,-2.228632,-0.26674,0.252929,Place
34.8843,0.042971,-1.927736,-2.38745,-2.233943,-0.262644,0.258525,Place
34.9277,0.047346,-1.927327,-2.387973,-2.239471,-0.258648,0.264274,Place
34.9703,0.051722,-1.926919,-2.388495,-2.244999,-0.254651,0.270022,Place
35.0109,0.055988,-1.926644,-2.388996,-2.250561,-0.250653,0.275938,Place
35.0512,0.060255,-1.926369,-2.389497,-2.256123,-0.246655,0.281854,Place
35.0917,0.064512,-1.926318,-2.389839,-2.261627,-0.242625,0.287896,Place
35.1332,0.068768,-1.926268,-2.390181,-2.267131,-0.238594,0.293938,Place
35.1726,0.07299,-1.926418,-2.390463,-2.272646,-0.234578,0.300036,Place
35.2131,0.077212,-1.926568,-2.390745,-2.278161,-0.230562,0.306133,Place
35.2558,0.081218,-1.926788,-2.390997,-2.283472,-0.226763,0.312021,Place
35.2941,0.085224,-1.927008,-2.391249,-2.288782,-0.222963,0.317909,Place
35.3346,0.088834,-1.927243,-2.391413,-2.293623,-0.219525,0.323304,Place
35.375,0.092443,-1.927479,-2.391577,-2.298465,-0.216087,0.328698,Place
35.415,0.095723,-1.927767,-2.391704,-2.303023,-0.212942,0.3337,Place
35.4554,0.099003,-1.928056,-2.391831,-2.307581,-0.209797,0.338703,Place
35.4964,0.102254,-1.928437,-2.391934,-2.312135,-0.206804,0.343694,Place
35.5364,0.105505,-1.928818,-2.392037,-2.316689,-0.203811,0.348685,Place
35.5767,0.108788,-1.929335,-2.392167,-2.321286,-0.200777,0.353903,Place
35.6173,0.112071,-1.929852,-2.392296,-2.325884,-0.197743,0.359121,Place
35.6573,0.115475,-1.930447,-2.392341,-2.330606,-0.1946,0.364692,Place
35.6984,0.118879,-1.931041,-2.392387,-2.335328,-0.191457,0.370264,Place
35.7382,0.122356,-1.931726,-2.392446,-2.340434,-0.188139,0.376305,Place
35.7787,0.125833,-1.93241,-2.392504,-2.345539,-0.18482,0.382347,Place
35.8199,0.129491,-1.933265,-2.39237,-2.351038,-0.181413,0.388872,Place
35.8619,0.133149,-1.93412,-2.392236,-2.356536,-0.178006,0.395398,Place
35.9,0.136837,-1.935297,-2.392038,-2.362513,-0.174394,0.402392,Place
35.9413,0.140525,-1.936474,-2.39184,-2.36849,-0.170782,0.409387,Place
35.9806,0.144477,-1.937827,-2.391444,-2.375086,-0.167037,0.416943,Place
36.0214,0.148429,-1.93918,-2.391049,-2.381682,-0.163293,0.424498,Place
36.0617,0.15245,-1.94063,-2.39071,-2.388788,-0.159474,0.432505,Place
36.1025,0.156472,-1.942079,-2.390371,-2.395894,-0.155656,0.440513,Place
36.144,0.160332,-1.943588,-2.389951,-2.402882,-0.152081,0.448469,Place
36.1832,0.164192,-1.945096,-2.389531,-2.409871,-0.148506,0.456425,Place
36.2238,0.167495,-1.946669,-2.389035,-2.41623,-0.145398,0.463762,Place
36.2646,0.170797,-1.948243,-2.388538,-2.42259,-0.14229,0.471099,Place
36.305,0.173336,-1.949718,-2.387995,-2.428008,-0.139803,0.477447,Place
36.3448,0.175875,-1.951193,-2.387452,-2.433426,-0.137315,0.483794,Place
36.3852,0.177651,-1.952368,-2.386883,-2.437557,-0.135552,0.488821,Place
36.4256,0.179426,-1.953542,-2.386314,-2.441687,-0.13379,0.493848,Place
36.4659,0.180409,-1.954366,-2.385916,-2.444336,-0.132698,0.497193,Place
36.5076,0.181392,-1.955189,-2.385517,-2.446984,-0.131606,0.500538,Place
36.5484,0.181802,-1.955606,-2.385279,-2.448163,-0.131147,0.502066,Place
36.5888,0.182212,-1.956022,-2.385041,-2.449342,-0.130688,0.503594,Place
36.6293,0.182212,-1.956022,-2.385041,-2.449342,-0.130688,0.503594,Place
36.6698,0.182212,-1.956022,-2.385041,-2.449342,-0.130688,0.503594,Place
36.7103,0.182212,-1.956022,-2.385041,-2.449342,-0.130688,0.503594,Place
