t_s,j1,j2,j3,j4,j5,j6,operation
15.1623,1.328557,-2.05148,-1.422661,-2.685735,0.540643,-0.105866,Move_to_Surface
15.2027,1.328557,-2.05148,-1.422661,-2.685735,0.540643,-0.105866,Move_to_Surface
15.2432,1.328336,-2.051376,-1.422855,-2.685606,0.540422,-0.105916,Move_to_Surface
15.2835,1.328116,-2.051273,-1.423048,-2.685477,0.5402,-0.105967,Move_to_Surface
15.3245,1.327657,-2.051057,-1.423449,-2.685206,0.53974,-0.106074,Move_to_Surface
15.3649,1.327199,-2.05084,-1.42385,-2.684934,0.53928,-0.106181,Move_to_Surface
15.4053,1.326515,-2.050518,-1.424447,-2.684525,0.538594,-0.106342,Move_to_Surface
15.4458,1.325831,-2.050195,-1.425044,-2.684117,0.537907,-0.106503,Move_to_Surface
15.4874,1.324944,-2.049772,-1.425815,-2.683586,0.537016,-0.106712,Move_to_Surface
15.5275,1.324058,-2.049348,-1.426586,-2.683055,0.536125,-0.106921,Move_to_Surface
15.5679,1.322991,-2.048838,-1.427511,-2.682415,0.535056,-0.107179,Move_to_Surface
15.6086,1.321923,-2.048328,-1.428436,-2.681775,0.533987,-0.107437,Move_to_Surface
15.6494,1.320703,-2.047742,-1.429492,-2.681041,0.532767,-0.107742,Move_to_Surface
15.6894,1.319483,-2.047156,-1.430548,-2.680307,0.531547,-0.108047,Move_to_Surface
15.7302,1.318126,-2.046502,-1.431721,-2.679486,0.530194,-0.108397,Move_to_Surface
15.7721,1.316768,-2.045848,-1.432893,-2.678666,0.528841,-0.108748,Move_to_Surface
15.8126,1.315284,-2.045132,-1.434172,-2.677768,0.527362,-0.109134,Move_to_Surface
15.8526,1.313801,-2.044415,-1.435451,-2.67687,0.525884,-0.10952,Move_to_Surface
15.8935,1.312196,-2.043634,-1.43683,-2.675899,0.524287,-0.109942,Move_to_Surface
15.9339,1.310592,-2.042854,-1.438209,-2.674927,0.522691,-0.110364,Move_to_Surface
15.9747,1.308877,-2.042021,-1.439682,-2.673886,0.520988,-0.110822,Move_to_Surface
16.0152,1.307163,-2.041188,-1.441156,-2.672846,0.519284,-0.11128,Move_to_Surface
16.0555,1.305353,-2.040306,-1.442711,-2.671745,0.517489,-0.111773,Move_to_Surface
16.096,1.303543,-2.039425,-1.444267,-2.670643,0.515694,-0.112265,Move_to_Surface
16.1364,1.301657,-2.038507,-1.445888,-2.669496,0.513824,-0.112781,Move_to_Surface
16.1767,1.299771,-2.037589,-1.44751,-2.668348,0.511955,-0.113296,Move_to_Surface
16.2171,1.297832,-2.036642,-1.449175,-2.667171,0.510032,-0.113826,Move_to_Surface
16.2578,1.295892,-2.035694,-1.450841,-2.665993,0.508108,-0.114355,Move_to_Surface
16.299,1.293922,-2.034732,-1.452532,-2.664794,0.506155,-0.114892,Move_to_Surface
16.3393,1.291952,-2.03377,-1.454222,-2.663596,0.504202,-0.11543,Move_to_Surface
16.3804,1.28997,-2.032802,-1.455922,-2.662385,0.502238,-0.115973,Move_to_Surface
16.4208,1.287988,-2.031834,-1.457622,-2.661175,0.500274,-0.116517,Move_to_Surface
16.4612,1.286008,-2.030868,-1.459318,-2.659964,0.498313,-0.117061,Move_to_Surface
16.5026,1.284029,-2.029902,-1.461014,-2.658754,0.496353,-0.117605,Move_to_Surface
16.5436,1.282066,-2.028941,-1.462694,-2.657555,0.494409,-0.118143,Move_to_Surface
16.5834,1.280103,-2.02798,-1.464373,-2.656356,0.492465,-0.118682,Move_to_Surface
16.624,1.278176,-2.027034,-1.466023,-2.65518,0.490557,-0.119216,Move_to_Surface
16.665,1.276248,-2.026089,-1.467674,-2.654005,0.488649,-0.11975,Move_to_Surface
16.7065,1.274377,-2.025169,-1.469275,-2.652859,0.486799,-0.120277,Move_to_Surface
16.7474,1.272506,-2.024249,-1.470877,-2.651713,0.484948,-0.120805,Move_to_Surface
16.7864,1.270716,-2.023369,-1.47241,-2.650615,0.48318,-0.121318,Move_to_Surface
16.8278,1.268926,-2.022488,-1.473944,-2.649517,0.481411,-0.121831,Move_to_Surface
16.8675,1.267242,-2.021657,-1.475382,-2.648482,0.47975,-0.122315,Move_to_Surface
16.908,1.265559,-2.020826,-1.476821,-2.647448,0.478088,-0.1228,Move_to_Surface
16.9488,1.264009,-2.020057,-1.478142,-2.646495,0.47656,-0.123249,Move_to_Surface
16.9894,1.262459,-2.019288,-1.479463,-2.645542,0.475031,-0.123698,Move_to_Surface
17.0294,1.261069,-2.018599,-1.480647,-2.644684,0.473663,-0.124107,Move_to_Surface
17.0698,1.259678,-2.017909,-1.481832,-2.643826,0.472295,-0.124517,Move_to_Surface
17.1102,1.258471,-2.017311,-1.482857,-2.643081,0.471109,-0.124878,Move_to_Surface
17.1523,1.257264,-2.016713,-1.483882,-2.642335,0.469923,-0.125239,Move_to_Surface
17.1927,1.256268,-2.016219,-1.484729,-2.64172,0.468946,-0.12554,Move_to_Surface
17.2329,1.255271,-2.015726,-1.485575,-2.641105,0.467968,-0.125841,Move_to_Surface
17.2734,1.25451,-2.015346,-1.486218,-2.640634,0.467221,-0.126066,Move_to_Surface
17.3138,1.253749,-2.014967,-1.486862,-2.640164,0.466473,-0.126292,Move_to_Surface
17.3547,1.253244,-2.014715,-1.48729,-2.63985,0.465978,-0.126441,Move_to_Surface
17.3951,1.25274,-2.014464,-1.487717,-2.639536,0.465482,-0.126589,Move_to_Surface
17.4354,1.2525,-2.014345,-1.48792,-2.639385,0.465247,-0.126659,Move_to_Surface
17.4758,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Move_to_Surface
17.5162,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Move_to_Surface
17.5567,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Move_to_Surface
17.597,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Move_to_Surface
17.6785,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Move_to_Surface
17.7192,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
17.76,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
17.8019,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
17.8427,1.252288,-2.012208,-1.488489,-2.635688,0.466212,-0.143874,pouring
17.8834,1.25233,-2.009047,-1.489062,-2.630137,0.46809,-0.170714,pouring
17.9256,1.252339,-2.005994,-1.489479,-2.624779,0.470026,-0.197422,pouring
17.9651,1.252309,-2.003071,-1.489705,-2.619653,0.472033,-0.223971,pouring
18.0056,1.252257,-2.000213,-1.489842,-2.614632,0.474076,-0.250447,pouring
18.0459,1.252145,-1.997533,-1.48973,-2.6099,0.476217,-0.276717,pouring
18.087,1.252027,-1.994873,-1.489591,-2.6052,0.478367,-0.302965,pouring
18.1281,1.251839,-1.992447,-1.489125,-2.600893,0.480622,-0.328941,pouring
18.1698,1.251651,-1.99002,-1.488659,-2.596586,0.482878,-0.354917,pouring
18.21,1.251397,-1.987814,-1.487905,-2.592655,0.485224,-0.380611,pouring
18.2501,1.251134,-1.985635,-1.487115,-2.588772,0.487582,-0.40627,pouring
18.2908,1.250811,-1.983634,-1.486076,-2.585188,0.490005,-0.431728,pouring
18.3326,1.250462,-1.981708,-1.484931,-2.581732,0.492456,-0.457101,pouring
18.372,1.250079,-1.979925,-1.483612,-2.578504,0.49496,-0.482296,pouring
18.4131,1.249664,-1.978276,-1.482127,-2.575493,0.497516,-0.507324,pouring
18.4536,1.249225,-1.976705,-1.480542,-2.572619,0.500096,-0.532249,pouring
18.4942,1.248775,-1.975401,-1.478886,-2.570228,0.502526,-0.555072,pouring
18.5348,1.248377,-1.97425,-1.477425,-2.568118,0.50467,-0.575212,pouring
18.5753,1.247979,-1.973394,-1.475919,-2.566506,0.506621,-0.592937,pouring
18.6159,1.24761,-1.97265,-1.474518,-2.565095,0.508394,-0.608946,pouring
18.6569,1.247268,-1.97196,-1.473216,-2.563785,0.51004,-0.62381,pouring
18.6992,1.246921,-1.971366,-1.471884,-2.56264,0.511637,-0.637975,pouring
18.7393,1.246556,-1.970858,-1.470462,-2.561637,0.513242,-0.651931,pouring
18.7803,1.246181,-1.970338,-1.469004,-2.560609,0.514887,-0.666233,pouring
18.8207,1.245787,-1.96979,-1.46747,-2.559528,0.516619,-0.681284,pouring
18.8614,1.245323,-1.969344,-1.465663,-2.558597,0.518499,-0.697231,pouring
18.9028,1.24481,-1.968895,-1.463668,-2.557645,0.520541,-0.71446,pouring
18.9438,1.244253,-1.968407,-1.461498,-2.55661,0.522761,-0.733191,pouring
18.9844,1.243606,-1.968227,-1.459342,-2.555192,0.525207,-0.753303,pouring
19.0253,1.2429,-1.968097,-1.457051,-2.553605,0.527855,-0.774987,pouring
19.0682,1.242111,-1.968892,-1.456527,-2.549219,0.530711,-0.798083,pouring
19.1115,1.24128,-1.970772,-1.458233,-2.541701,0.533608,-0.821176,pouring
19.1517,1.240433,-1.972721,-1.459858,-2.53429,0.536514,-0.84419,pouring
19.1922,1.239542,-1.974853,-1.461266,-2.527164,0.539447,-0.866995,pouring
19.2327,1.238646,-1.977007,-1.462648,-2.520075,0.542381,-0.889772,pouring
19.273,1.237696,-1.979393,-1.463747,-2.513376,0.54533,-0.91225,pouring
19.3138,1.236746,-1.98178,-1.464846,-2.506677,0.548279,-0.934729,pouring
19.3546,1.235744,-1.984396,-1.465706,-2.500304,0.551241,-0.956945,pouring
19.3956,1.234736,-1.987037,-1.466538,-2.493967,0.554205,-0.979132,pouring
19.4361,1.233693,-1.989846,-1.46718,-2.487907,0.55717,-1.001104,pouring
19.4767,1.232636,-1.992723,-1.467744,-2.481958,0.560136,-1.02299,pouring
19.5179,1.231554,-1.995731,-1.468155,-2.476212,0.563105,-1.044729,pouring
19.5586,1.230449,-1.998857,-1.468428,-2.470649,0.566077,-1.066334,pouring
19.5991,1.229327,-2.002068,-1.468608,-2.465217,0.569046,-1.087838,pouring
19.6399,1.228174,-2.005443,-1.468607,-2.460042,0.572009,-1.109142,pouring
19.6806,1.227015,-2.008853,-1.468567,-2.454921,0.574972,-1.130404,pouring
19.7219,1.225822,-2.012464,-1.468307,-2.450102,0.577929,-1.15143,pouring
19.763,1.224629,-2.016074,-1.468046,-2.445283,0.580886,-1.172456,pouring
19.804,1.223403,-2.019865,-1.467562,-2.440814,0.583795,-1.193109,pouring
19.8445,1.222201,-2.023583,-1.467081,-2.436452,0.586641,-1.213314,pouring
19.8867,1.220996,-2.027408,-1.466418,-2.43242,0.589427,-1.232979,pouring
19.928,1.219799,-2.031248,-1.465694,-2.42853,0.592174,-1.252331,pouring
19.9681,1.218593,-2.035145,-1.464889,-2.424789,0.594888,-1.271449,pouring
20.0092,1.217366,-2.039153,-1.463964,-2.421226,0.597575,-1.290392,pouring
20.0502,1.216135,-2.043186,-1.463019,-2.417681,0.600266,-1.309361,pouring
20.0902,1.214884,-2.047423,-1.461857,-2.414419,0.602947,-1.32823,pouring
20.1307,1.213621,-2.051702,-1.460683,-2.411123,0.605655,-1.347286,pouring
20.1718,1.213333,-2.052676,-1.460416,-2.410373,0.606271,-1.351625,pouring
20.1721,1.214659,-2.048184,-1.461648,-2.413832,0.603429,-1.331621,pouring
20.2141,1.215985,-2.043693,-1.46288,-2.417291,0.600587,-1.311617,pouring
20.2561,1.2173,-2.039368,-1.463915,-2.421036,0.597719,-1.291405,pouring
20.2946,1.218612,-2.035081,-1.464904,-2.424846,0.594844,-1.271146,pouring
20.3349,1.219897,-2.030931,-1.465754,-2.42885,0.591948,-1.250736,pouring
20.375,1.221166,-2.026864,-1.466521,-2.432971,0.589037,-1.230237,pouring
20.4154,1.222421,-2.022902,-1.467169,-2.437251,0.586119,-1.209613,pouring
20.4557,1.223657,-2.019078,-1.467664,-2.441737,0.583192,-1.188832,pouring
20.496,1.224883,-2.015307,-1.468101,-2.446307,0.580257,-1.167989,pouring
20.5362,1.226076,-2.011697,-1.468362,-2.451126,0.5773,-1.146963,pouring
20.5765,1.227266,-2.008101,-1.468607,-2.455967,0.574343,-1.125919,pouring
20.6168,1.228419,-2.004726,-1.468607,-2.461142,0.571379,-1.104615,pouring
20.6572,1.229572,-2.001351,-1.468608,-2.466316,0.568416,-1.083311,pouring
20.6978,1.230683,-1.998193,-1.46837,-2.471831,0.565445,-1.061744,pouring
20.7384,1.231789,-1.995067,-1.468097,-2.477394,0.562473,-1.040138,pouring
20.7786,1.232861,-1.992112,-1.467624,-2.483222,0.559506,-1.01834,pouring
20.8192,1.233918,-1.989235,-1.46706,-2.489171,0.55654,-0.996454,pouring
20.8594,1.23495,-1.986476,-1.466361,-2.495313,0.553575,-0.974418,pouring
20.8997,1.235958,-1.983835,-1.465529,-2.50165,0.550611,-0.952231,pouring
20.9432,1.236948,-1.981273,-1.464612,-2.5081,0.547652,-0.929952,pouring
20.9835,1.237898,-1.978886,-1.463513,-2.514799,0.544703,-0.907474,pouring
21.0239,1.23884,-1.976532,-1.462375,-2.521552,0.541756,-0.884955,pouring
21.064,1.239731,-1.9744,-1.460967,-2.528678,0.538824,-0.862149,pouring
21.1055,1.240622,-1.972268,-1.459558,-2.535804,0.535891,-0.839344,pouring
21.1465,1.241457,-1.970373,-1.457871,-2.543298,0.532992,-0.816269,pouring
21.1861,1.242288,-1.968493,-1.456165,-2.550816,0.530096,-0.793176,pouring
21.2264,1.243068,-1.968128,-1.457595,-2.553982,0.527226,-0.76983,pouring
21.2666,1.243831,-1.968268,-1.460072,-2.555697,0.524364,-0.7464,pouring
21.3069,1.244562,-1.968678,-1.462702,-2.557185,0.521529,-0.722799,pouring
21.3472,1.245268,-1.969296,-1.465451,-2.558496,0.518716,-0.699065,pouring
21.3878,1.245946,-1.970011,-1.468089,-2.559964,0.515919,-0.675205,pouring
21.4283,1.246577,-1.970887,-1.470543,-2.561694,0.513151,-0.651134,pouring
21.4689,1.247194,-1.971811,-1.472937,-2.563503,0.510395,-0.627006,pouring
21.5085,1.247756,-1.972944,-1.475071,-2.565652,0.507694,-0.602627,pouring
21.5488,1.248317,-1.974076,-1.477205,-2.5678,0.504994,-0.578248,pouring
21.5897,1.248805,-1.975488,-1.478998,-2.570389,0.502362,-0.553534,pouring
21.6302,1.249293,-1.976901,-1.480791,-2.572978,0.49973,-0.52882,pouring
21.6706,1.249722,-1.978505,-1.482333,-2.575911,0.497161,-0.503851,pouring
21.7111,1.250137,-1.980154,-1.483818,-2.578922,0.494606,-0.478823,pouring
21.7516,1.25051,-1.981976,-1.48509,-2.582211,0.492116,-0.45358,pouring
21.7923,1.250859,-1.983901,-1.486235,-2.585668,0.489665,-0.428207,pouring
21.8327,1.25117,-1.985938,-1.487224,-2.589311,0.487255,-0.402709,pouring
21.8733,1.251433,-1.988116,-1.488015,-2.593194,0.484897,-0.37705,pouring
21.9135,1.251677,-1.990357,-1.488724,-2.597183,0.482565,-0.351312,pouring
21.9544,1.251865,-1.992784,-1.48919,-2.601491,0.480309,-0.325336,pouring
21.9941,1.252049,-1.995226,-1.489634,-2.605825,0.478061,-0.299342,pouring
22.0345,1.252161,-1.997905,-1.489746,-2.610557,0.47592,-0.273072,pouring
22.0747,1.252273,-2.000584,-1.489858,-2.615289,0.473779,-0.246801,pouring
22.1151,1.252313,-2.003477,-1.489674,-2.620365,0.471755,-0.220287,pouring
22.157,1.252344,-2.006399,-1.489448,-2.62549,0.469748,-0.193738,pouring
22.1956,1.252324,-2.009486,-1.488983,-2.630908,0.467829,-0.166989,pouring
22.2361,1.252282,-2.012647,-1.48841,-2.636458,0.465951,-0.140149,pouring
22.2763,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
22.3169,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
22.3571,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,pouring
22.3981,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Place
22.4391,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Place
22.4789,1.252261,-2.014227,-1.488123,-2.639234,0.465012,-0.126729,Place
22.5194,1.252502,-2.014346,-1.487922,-2.639383,0.465246,-0.126653,Place
22.5597,1.252742,-2.014465,-1.487721,-2.639533,0.46548,-0.126578,Place
22.6016,1.253234,-2.014708,-1.487311,-2.639837,0.465955,-0.126423,Place
22.6422,1.253725,-2.01495,-1.486901,-2.640141,0.466431,-0.126269,Place
22.6853,1.25444,-2.015301,-1.486302,-2.640581,0.467126,-0.126045,Place
22.7257,1.255155,-2.015652,-1.485703,-2.64102,0.467821,-0.12582,Place
22.7663,1.256065,-2.016097,-1.48494,-2.641582,0.468703,-0.125537,Place
22.8079,1.256975,-2.016542,-1.484177,-2.642145,0.469585,-0.125254,Place
22.8483,1.258051,-2.017069,-1.483276,-2.642811,0.470632,-0.124927,Place
22.8887,1.259126,-2.017596,-1.482375,-2.643477,0.471679,-0.124599,Place
22.9291,1.26035,-2.018198,-1.481348,-2.644236,0.472873,-0.124237,Place
22.9694,1.261574,-2.0188,-1.480321,-2.644995,0.474068,-0.123875,Place
23.0098,1.262938,-2.01947,-1.479176,-2.645835,0.475404,-0.123482,Place
23.0503,1.264302,-2.020141,-1.478031,-2.646675,0.47674,-0.123089,Place
23.0909,1.265796,-2.020872,-1.476768,-2.647589,0.478209,-0.122664,Place
23.1314,1.26729,-2.021603,-1.475505,-2.648503,0.479677,-0.12224,Place
23.1716,1.2689,-2.022386,-1.474139,-2.649487,0.481261,-0.121782,Place
23.212,1.270511,-2.023169,-1.472773,-2.650471,0.482844,-0.121324,Place
23.2525,1.272224,-2.024,-1.471317,-2.651522,0.48453,-0.120839,Place
23.2928,1.273937,-2.024832,-1.46986,-2.652573,0.486216,-0.120353,Place
23.334,1.27574,-2.025709,-1.468323,-2.653681,0.487992,-0.119845,Place
23.3737,1.277542,-2.026586,-1.466786,-2.654788,0.489768,-0.119337,Place
23.4143,1.279425,-2.027503,-1.465178,-2.655939,0.491627,-0.118811,Place
23.4547,1.281307,-2.028421,-1.463571,-2.657089,0.493486,-0.118285,Place
23.4952,1.28325,-2.029372,-1.461905,-2.658269,0.49541,-0.117746,Place
23.5359,1.285193,-2.030324,-1.460239,-2.659449,0.497334,-0.117207,Place
23.5763,1.287181,-2.031294,-1.458534,-2.660659,0.499303,-0.116659,Place
23.6172,1.289168,-2.032265,-1.456829,-2.66187,0.501272,-0.11611,Place
23.6573,1.291175,-2.033247,-1.455105,-2.6631,0.503262,-0.115559,Place
23.6978,1.293182,-2.034229,-1.453381,-2.66433,0.505252,-0.115007,Place
23.738,1.295186,-2.035207,-1.451658,-2.665563,0.50724,-0.11446,Place
23.7784,1.29719,-2.036185,-1.449934,-2.666796,0.509228,-0.113913,Place
23.8188,1.299169,-2.037156,-1.448229,-2.668002,0.511196,-0.113375,Place
23.8593,1.301147,-2.038126,-1.446525,-2.669208,0.513164,-0.112838,Place
23.8999,1.303076,-2.039075,-1.444857,-2.670378,0.515087,-0.112321,Place
23.9404,1.305005,-2.040025,-1.44319,-2.671549,0.51701,-0.111805,Place
23.9811,1.306861,-2.040938,-1.441586,-2.672672,0.518862,-0.111312,Place
24.0216,1.308717,-2.041851,-1.439981,-2.673794,0.520714,-0.110818,Place
24.0622,1.310469,-2.042712,-1.438462,-2.67486,0.522467,-0.110358,Place
24.1027,1.31222,-2.043573,-1.436943,-2.675927,0.524219,-0.109898,Place
24.1432,1.313855,-2.044368,-1.43552,-2.676919,0.525854,-0.109469,Place
24.184,1.31549,-2.045163,-1.434098,-2.677911,0.527489,-0.109039,Place
24.2241,1.316989,-2.045891,-1.432788,-2.678815,0.528993,-0.108653,Place
24.2646,1.318487,-2.046618,-1.431477,-2.67972,0.530498,-0.108266,Place
24.305,1.319834,-2.047271,-1.430297,-2.680525,0.531851,-0.107928,Place
24.3455,1.32118,-2.047923,-1.429117,-2.68133,0.533204,-0.10759,Place
24.386,1.32235,-2.048492,-1.428093,-2.68203,0.534382,-0.107306,Place
24.4268,1.32352,-2.04906,-1.427068,-2.68273,0.535561,-0.107021,Place
24.4669,1.324494,-2.049536,-1.426214,-2.683314,0.536545,-0.10679,Place
24.5074,1.325468,-2.050012,-1.42536,-2.683898,0.537529,-0.106559,Place
24.5478,1.326232,-2.050381,-1.424691,-2.684358,0.538299,-0.106379,Place
24.5897,1.326996,-2.050749,-1.424023,-2.684818,0.539068,-0.106199,Place
24.6288,1.327518,-2.051002,-1.423563,-2.68513,0.539597,-0.106077,Place
24.6692,1.328039,-2.051255,-1.423104,-2.685443,0.540126,-0.105955,Place
24.71,1.328297,-2.051377,-1.422879,-2.685595,0.540385,-0.105896,Place
24.753,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
24.7906,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
24.8326,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
24.8728,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
24.9536,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
24.9939,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
25.0351,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
25.0753,1.328554,-2.0515,-1.422653,-2.685748,0.540645,-0.105836,Place
25.1152,1.32637,-2.050638,-1.423423,-2.685216,0.539318,-0.106636,Place
25.1555,1.322609,-2.049155,-1.424748,-2.6843,0.537033,-0.108013,Place
25.196,1.318847,-2.047672,-1.426072,-2.683385,0.534748,-0.10939,Place
25.2365,1.314463,-2.045963,-1.427634,-2.682326,0.532018,-0.110909,Place
25.2769,1.306835,-2.043079,-1.430428,-2.68052,0.52698,-0.113172,Place
25.3176,1.299207,-2.040196,-1.433222,-2.678714,0.521942,-0.115435,Place
25.3578,1.291579,-2.037313,-1.436016,-2.676908,0.516904,-0.117698,Place
25.3994,1.281508,-2.033661,-1.439853,-2.67457,0.509791,-0.12013,Place
25.4398,1.270586,-2.029741,-1.444053,-2.672047,0.501957,-0.122622,Place
25.4806,1.259665,-2.025821,-1.448253,-2.669525,0.494123,-0.125113,Place
25.5216,1.247883,-2.021693,-1.452892,-2.666846,0.485406,-0.127459,Place
25.5621,1.234294,-2.017126,-1.458453,-2.663837,0.474833,-0.129498,Place
25.603,1.220705,-2.012559,-1.464014,-2.66083,0.464259,-0.131537,Place
25.6435,1.207117,-2.007992,-1.469575,-2.657821,0.453686,-0.133576,Place
25.6853,1.191646,-2.003215,-1.476319,-2.654679,0.440762,-0.134615,Place
25.7256,1.175975,-1.998416,-1.48319,-2.651523,0.427586,-0.135547,Place
25.766,1.160303,-1.993616,-1.49006,-2.648366,0.414411,-0.136479,Place
25.8064,1.143862,-1.988878,-1.497582,-2.645301,0.400044,-0.13651,Place
25.8467,1.126598,-1.984203,-1.505797,-2.642334,0.384409,-0.135582,Place
25.8872,1.109335,-1.979529,-1.514012,-2.639367,0.368773,-0.134653,Place
25.9276,1.092003,-1.974887,-1.522315,-2.636435,0.352996,-0.133563,Place
25.968,1.073673,-1.970704,-1.531893,-2.634025,0.335168,-0.130129,Place
26.0086,1.055342,-1.96652,-1.541471,-2.631614,0.317341,-0.126695,Place
26.0488,1.037012,-1.962337,-1.551048,-2.629204,0.299514,-0.12326,Place
26.0892,1.018334,-1.958683,-1.56155,-2.627245,0.280519,-0.117947,Place
26.1299,0.999465,-1.955321,-1.572559,-2.625535,0.260883,-0.1116,Place
26.1705,0.980596,-1.951959,-1.583568,-2.623825,0.241247,-0.105252,Place
26.2112,0.961681,-1.948835,-1.594904,-2.622277,0.22131,-0.09824,Place
26.252,0.942605,-1.946524,-1.607358,-2.621284,0.200338,-0.088946,Place
26.2922,0.923529,-1.944214,-1.619812,-2.620291,0.179366,-0.079652,Place
26.3333,0.904453,-1.941904,-1.632266,-2.619298,0.158395,-0.070359,Place
26.3738,0.885424,-1.940512,-1.645834,-2.618703,0.136979,-0.059017,Place
26.4154,0.866407,-1.939342,-1.65967,-2.618204,0.115456,-0.047184,Place
26.4558,0.84739,-1.938171,-1.673506,-2.617705,0.093933,-0.035351,Place
26.4961,0.828466,-1.937377,-1.687798,-2.617275,0.072623,-0.022803,Place
26.5365,0.809692,-1.937181,-1.702811,-2.616956,0.051647,-0.009124,Place
26.577,0.790917,-1.936984,-1.717824,-2.616638,0.030672,0.004554,Place
26.6174,0.772142,-1.936788,-1.732837,-2.616319,0.009696,0.018233,Place
26.6582,0.753869,-1.937271,-1.748606,-2.615917,-0.009449,0.032895,Place
26.6985,0.735612,-1.937776,-1.764401,-2.615512,-0.028532,0.04759,Place
26.7392,0.717355,-1.938282,-1.780196,-2.615107,-0.047616,0.062285,Place
26.7807,0.69947,-1.938971,-1.796178,-2.614541,-0.065044,0.077102,Place
26.8231,0.681892,-1.939812,-1.812316,-2.613842,-0.081109,0.092021,Place
26.8637,0.664313,-1.940652,-1.828453,-2.613143,-0.097175,0.10694,Place
26.9054,0.646851,-1.941504,-1.844569,-2.612399,-0.11275,0.121812,Place
26.945,0.630179,-1.942432,-1.860535,-2.611342,-0.125022,0.136367,Place
26.986,0.613507,-1.943359,-1.876502,-2.610285,-0.137293,0.150921,Place
27.0256,0.596835,-1.944287,-1.892468,-2.609228,-0.149565,0.165476,Place
27.0661,0.580887,-1.945149,-1.908099,-2.607848,-0.158972,0.179459,Place
27.107,0.565235,-1.945984,-1.923593,-2.606337,-0.167207,0.193208,Place
27.1473,0.549584,-1.946819,-1.939088,-2.604825,-0.175443,0.206957,Place
27.1886,0.534275,-1.947615,-1.95439,-2.60316,-0.182568,0.220431,Place
27.2289,0.519805,-1.948316,-1.969225,-2.601117,-0.186978,0.233233,Place
27.2697,0.505335,-1.949017,-1.984059,-2.599075,-0.191389,0.246035,Place
27.3106,0.490866,-1.949718,-1.998894,-2.597033,-0.1958,0.258837,Place
27.351,0.477395,-1.950314,-2.01319,-2.594445,-0.197464,0.270741,Place
27.3919,0.464073,-1.950894,-2.027406,-2.591776,-0.19872,0.282512,Place
27.4322,0.45075,-1.951475,-2.041623,-2.589106,-0.199977,0.294284,Place
27.4732,0.437953,-1.95204,-2.055583,-2.586138,-0.200209,0.305604,Place
27.5142,0.425795,-1.952585,-2.069232,-2.582807,-0.199198,0.316378,Place
27.555,0.413637,-1.953131,-2.08288,-2.579476,-0.198186,0.327151,Place
27.5961,0.401516,-1.953677,-2.096511,-2.576126,-0.197131,0.337892,Place
27.637,0.390491,-1.954249,-2.109625,-2.572206,-0.194749,0.347654,Place
27.6786,0.379466,-1.954821,-2.122739,-2.568286,-0.192367,0.357415,Place
27.719,0.368441,-1.955394,-2.135852,-2.564366,-0.189985,0.367177,Place
27.7607,0.35808,-1.955978,-2.14859,-2.560194,-0.187239,0.376333,Place
27.8014,0.348138,-1.956571,-2.161092,-2.555864,-0.184263,0.385108,Place
27.8422,0.338196,-1.957164,-2.173593,-2.551533,-0.181286,0.393884,Place
27.8824,0.32845,-1.957743,-2.185952,-2.547166,-0.178293,0.402464,Place
27.9239,0.319519,-1.958265,-2.197716,-2.54265,-0.175227,0.410232,Place
27.9645,0.310588,-1.958788,-2.209479,-2.538133,-0.172162,0.418,Place
28.005,0.301657,-1.95931,-2.221243,-2.533616,-0.169096,0.425768,Place
28.0459,0.29345,-1.959675,-2.232281,-2.52907,-0.166162,0.432689,Place
28.0863,0.285453,-1.959995,-2.243108,-2.524515,-0.163266,0.439364,Place
28.1267,0.277457,-1.960315,-2.253935,-2.51996,-0.160371,0.446038,Place
28.1676,0.269804,-1.960542,-2.264373,-2.515428,-0.157564,0.452267,Place
28.2085,0.262776,-1.9606,-2.274106,-2.510939,-0.154919,0.457685,Place
28.2492,0.255748,-1.960659,-2.283839,-2.506449,-0.152273,0.463103,Place
