pipeline,scaling,scene,goal_type,goal_id,trial,success,planning_time_s,wall_time_s,traj_duration_s,error_code
ompl,0.5,floor,joint,home1,0,True,0.012616955999999999,0.01742929802276194,0.0,1
ompl,0.5,floor,joint,home2,0,True,0.015537009000000001,0.02075072203297168,4.748483765,1
ompl,0.5,floor,joint,home3,0,True,0.024949843,0.029174961033277214,3.65682011,1
ompl,0.5,floor,pose,reach0,0,True,0.026367096,0.035238087992183864,5.505462164,1
ompl,0.5,floor,pose,reach1,0,True,0.023293196000000002,0.03416526794899255,6.207296988,1
ompl,0.5,floor,pose,reach2,0,True,0.015574939000000001,0.029583120020106435,6.196913845,1
ompl,0.5,floor,pose,reach3,0,True,0.022641748,0.026810211944393814,2.625693908,1
ompl,0.5,floor,pose,rand00,0,False,0.0,5.015712979016826,nan,99999
ompl,0.5,floor,pose,rand01,0,True,0.011438601,0.018346754950471222,1.370401597,1
ompl,0.5,floor,pose,rand02,0,True,0.022580080000000002,0.027237283997237682,2.7846862,1
ompl,0.5,floor,pose,rand03,0,True,0.123822349,0.22625808499287814,5.975938932,1
ompl,0.5,floor,pose,rand04,0,True,0.023940537999999997,0.039395584957674146,5.80478981,1
ompl,0.5,floor,pose,rand05,0,True,0.023178042,0.03057082393206656,3.293410748,1
ompl,0.5,floor,pose,rand06,0,False,0.0,5.0253571080975235,nan,99999
ompl,0.5,floor,pose,rand07,0,False,0.0,5.026598943048157,nan,99999
ompl,0.5,floor,pose,rand08,0,True,0.026641513999999998,0.040152120986022055,7.8540370930000005,1
ompl,0.5,floor,pose,rand09,0,False,0.0,5.01813211501576,nan,99999
ompl,0.5,floor,pose,rand10,0,True,0.023652584,0.032204221934080124,6.345653585,1
ompl,0.5,floor,pose,rand11,0,False,0.0,5.11109428294003,nan,99999
ompl,0.5,floor,joint,home1,1,True,0.011790511,0.0161246620118618,0.0,1
ompl,0.5,floor,joint,home2,1,True,0.015191297,0.023172434070147574,4.748388948,1
ompl,0.5,floor,joint,home3,1,True,0.004299194,0.012900750967673957,3.658981416,1
ompl,0.5,floor,pose,reach0,1,True,0.024894699,0.03292430692818016,6.366403845,1
ompl,0.5,floor,pose,reach1,1,True,0.021829382999999997,0.02605293900705874,1.874769002,1
ompl,0.5,floor,pose,reach2,1,True,0.022059729,0.027346489019691944,1.5427851700000002,1
ompl,0.5,floor,pose,reach3,1,True,0.024254467000000002,0.034140252973884344,5.868799579,1
ompl,0.5,floor,pose,rand00,1,False,0.0,5.024369591963477,nan,99999
ompl,0.5,floor,pose,rand01,1,True,0.024611609,0.03830090200062841,6.205998716,1
ompl,0.5,floor,pose,rand02,1,True,0.023695034,0.028952011954970658,2.7945052820000003,1
ompl,0.5,floor,pose,rand03,1,True,0.076107937,0.27912112104240805,4.3671319,1
ompl,0.5,floor,pose,rand04,1,True,0.023771118,0.030272518983110785,5.83026042,1
ompl,0.5,floor,pose,rand05,1,True,0.024771999000000003,0.04344006394967437,3.234250626,1
ompl,0.5,floor,pose,rand06,1,False,0.0,5.024480502004735,nan,99999
ompl,0.5,floor,pose,rand07,1,False,0.0,5.02385489596054,nan,99999
ompl,0.5,floor,pose,rand08,1,True,0.023305761999999997,0.034614751930348575,2.679870904,1
ompl,0.5,floor,pose,rand09,1,False,0.0,5.029331995989196,nan,99999
ompl,0.5,floor,pose,rand10,1,True,0.00756966,0.012030305922962725,3.266782376,1
ompl,0.5,floor,pose,rand11,1,False,0.0,5.082938430015929,nan,99999
ompl,0.5,floor,joint,home1,2,True,0.011492375,0.01522950897924602,0.0,1
ompl,0.5,floor,joint,home2,2,True,0.016487934000000003,0.023725862032733858,4.7494446230000005,1
ompl,0.5,floor,joint,home3,2,True,0.013969454000000001,0.022985293995589018,3.656682115,1
ompl,0.5,floor,pose,reach0,2,True,0.014680812000000001,0.023517051013186574,5.728853092,1
ompl,0.5,floor,pose,reach1,2,True,0.022750174,0.03271898301318288,1.9306812130000002,1
ompl,0.5,floor,pose,reach2,2,True,0.022045877000000002,0.027074490091763437,1.502127265,1
ompl,0.5,floor,pose,reach3,2,True,0.014880129999999998,0.021959054050967097,4.366108652,1
ompl,0.5,floor,pose,rand00,2,False,0.0,5.026244180975482,nan,99999
ompl,0.5,floor,pose,rand01,2,True,0.023378981,0.031889342004433274,6.105510182,1
ompl,0.5,floor,pose,rand02,2,True,0.02347795,0.0286519059445709,2.748899642,1
ompl,0.5,floor,pose,rand03,2,True,0.036746311,0.23744811897631735,4.257993365,1
ompl,0.5,floor,pose,rand04,2,True,0.023557117000000002,0.027294671977870166,2.258971517,1
ompl,0.5,floor,pose,rand05,2,True,0.024358532999999998,0.03247683693189174,5.080516327,1
ompl,0.5,floor,pose,rand06,2,False,0.0,5.028287171036936,nan,99999
ompl,0.5,floor,pose,rand07,2,False,0.0,5.025696965050884,nan,99999
ompl,0.5,floor,pose,rand08,2,True,0.022683328,0.028201909037306905,2.655885302,1
ompl,0.5,floor,pose,rand09,2,False,0.0,5.031777617987245,nan,99999
ompl,0.5,floor,pose,rand10,2,True,0.023553090999999998,0.03275077405851334,6.223333156,1
ompl,0.5,floor,pose,rand11,2,False,0.0,5.089654256007634,nan,99999
ompl,0.5,floor,joint,home1,3,True,0.0013773729999999999,0.0090594959910959,0.0,1
ompl,0.5,floor,joint,home2,3,True,0.014381686,0.025059359963051975,4.750459759,1
ompl,0.5,floor,joint,home3,3,True,0.016221755,0.022574055939912796,3.657547651,1
ompl,0.5,floor,pose,reach0,3,True,0.023856374,0.032900240970775485,5.741464803,1
ompl,0.5,floor,pose,reach1,3,True,0.012877545,0.0252491959836334,6.641462602,1
ompl,0.5,floor,pose,reach2,3,True,0.022083135,0.02651254797820002,1.4697966340000002,1
ompl,0.5,floor,pose,reach3,3,True,0.025857531,0.03495996806304902,5.845761366,1
ompl,0.5,floor,pose,rand00,3,False,0.0,5.011261677020229,nan,99999
ompl,0.5,floor,pose,rand01,3,True,0.022200302999999998,0.030166676035150886,1.414965231,1
ompl,0.5,floor,pose,rand02,3,True,0.024507951,0.03330077801365405,6.213371946,1
ompl,0.5,floor,pose,rand03,3,True,0.024050857000000002,0.07158150698523968,4.755109776,1
ompl,0.5,floor,pose,rand04,3,True,0.023283759,0.02843531803227961,2.195033198,1
ompl,0.5,floor,pose,rand05,3,True,0.022529995,0.026982411043718457,3.255760107,1
ompl,0.5,floor,pose,rand06,3,False,0.0,5.026809244998731,nan,99999
ompl,0.5,floor,pose,rand07,3,False,0.0,5.023818665067665,nan,99999
ompl,0.5,floor,pose,rand08,3,True,0.02423978,0.035872837994247675,6.04867292,1
ompl,0.5,floor,pose,rand09,3,False,0.0,5.032689638901502,nan,99999
ompl,0.5,floor,pose,rand10,3,True,0.023915595999999997,0.03287934302352369,6.345210248,1
ompl,0.5,floor,pose,rand11,3,False,0.0,5.09955321601592,nan,99999
ompl,0.5,floor,joint,home1,4,True,0.013204909,0.016783323022536933,0.0,1
ompl,0.5,floor,joint,home2,4,True,0.014591485999999999,0.021978389006108046,4.748435559,1
ompl,0.5,floor,joint,home3,4,True,0.014310163,0.020705388044007123,3.656977198,1
ompl,0.5,floor,pose,reach0,4,True,0.022973163,0.03277049493044615,5.762830053,1
ompl,0.5,floor,pose,reach1,4,True,0.016723246,0.03169601992703974,8.382453386,1
ompl,0.5,floor,pose,reach2,4,True,0.011474436000000001,0.020549947046674788,1.4629924010000002,1
ompl,0.5,floor,pose,reach3,4,True,0.022049640000000002,0.027385632041841745,2.610854384,1
ompl,0.5,floor,pose,rand00,4,False,0.0,5.027598322019912,nan,99999
ompl,0.5,floor,pose,rand01,4,True,0.013116583000000001,0.022840014891698956,6.095357529,1
ompl,0.5,floor,pose,rand02,4,True,0.022515601,0.029781306977383792,2.82069872,1
ompl,0.5,floor,pose,rand03,4,True,0.07458808700000001,0.1769648320041597,5.97760594,1
